depression_probability,anxiety_probability
0.550611,0.713021
0.495379,0.549597
0.515963,0.693948
0.280483,0.348644
0.494909,0.47499
0.518313,0.608073
0.608328,0.641617
0.372319,0.466751
0.607907,0.592911
0.506678,0.487886
0.503646,0.565408
0.625299,0.609253
0.387432,0.657047
0.615444,0.59865
0.45289,0.441494
0.484513,0.500437
0.566371,0.707822
0.175538,0.257009
0.386559,0.3996
0.747733,0.732782
0.606765,0.703469
0.469985,0.512693
0.394857,0.5004
0.383541,0.469659
0.393551,0.390451
0.33268,0.480668
0.446001,0.567127
0.55072,0.624343
0.288091,0.380309
0.314009,0.342207
0.496756,0.587977
0.432567,0.561114
0.436457,0.554727
0.436075,0.581833
0.657532,0.684643
0.374241,0.512968
0.43066,0.442259
0.485701,0.550672
0.359358,0.404194
0.376669,0.441573
0.487481,0.559985
0.2488,0.328124
0.196174,0.315203
0.493671,0.560349
0.250325,0.446456
0.462361,0.564636
0.543996,0.58578
0.627476,0.677837
0.32074,0.284933
0.600581,0.658203
0.209419,0.276836
0.290815,0.449877
0.655237,0.60872
0.600146,0.586521
0.415398,0.426186
0.592218,0.56892
0.621161,0.695714
0.532006,0.665418
0.43293,0.517188
0.25348,0.363733
0.439806,0.455678
0.644523,0.638793
0.463271,0.572448
0.526012,0.622206
0.421017,0.452964
0.375694,0.359765
0.326553,0.464596
0.563302,0.610193
0.38469,0.471852
0.625766,0.670109
0.365996,0.385874
0.471371,0.656468
0.410936,0.467524
0.587152,0.690244
0.334866,0.42701
0.429093,0.494453
0.303702,0.344912
0.546149,0.555806
0.546617,0.662655
0.605132,0.761574
0.415532,0.511344
0.613348,0.659937
0.617302,0.687735
0.623802,0.599124
0.464829,0.585521
0.58303,0.639323
0.383569,0.486092
0.549487,0.651254
0.463026,0.46586
0.356096,0.456492
0.524221,0.658768
0.251428,0.308185
0.154631,0.290978
0.331843,0.458182
0.211194,0.263943
0.40194,0.490703
0.547306,0.630451
0.336881,0.469358
0.45514,0.537816
0.64446,0.790623
0.593441,0.57437
0.550994,0.618953
0.639376,0.715261
0.359004,0.405683
0.44966,0.481361
0.382164,0.527963
0.330007,0.333051
0.506064,0.516573
0.759691,0.815354
0.342369,0.403597
0.47543,0.583396
0.347585,0.393706
0.665946,0.705947
0.423107,0.546476
0.316292,0.371682
0.283466,0.411625
0.455249,0.527931
0.540004,0.65728
0.477654,0.444346
0.281448,0.410508
0.489772,0.521113
0.742067,0.876391
0.236718,0.340792
0.455428,0.579047
0.573554,0.55104
0.402225,0.520913
0.574421,0.593967
0.634196,0.7207
0.42557,0.500589
0.38257,0.456679
0.541943,0.636926
0.536869,0.623232
0.533518,0.562064
0.339992,0.429455
0.325959,0.391707
0.402885,0.630024
0.412874,0.572999
0.328977,0.38825
0.582217,0.621672
0.341477,0.451839
0.451986,0.342591
0.455767,0.468662
0.43793,0.548737
0.57969,0.575226
0.452659,0.409542
0.551683,0.682487
0.456081,0.473292
0.694786,0.74265
0.658376,0.652496
0.499307,0.588972
0.546372,0.73818
0.483985,0.627035
0.299491,0.377724
0.599127,0.673956
0.472928,0.561729
0.39268,0.526885
0.476473,0.488048
0.463015,0.479474
0.45012,0.624297
0.675576,0.79565
0.445268,0.571234
0.34529,0.367753
0.819286,0.750188
0.284547,0.452468
0.406682,0.538942
0.496726,0.523024
0.590031,0.650392
0.445188,0.455735
0.347987,0.401381
0.502643,0.543731
0.757361,0.739691
0.323564,0.485622
0.664134,0.771061
0.302046,0.325667
0.548733,0.678593
0.471795,0.507961
0.602831,0.76077
0.42058,0.579654
0.381398,0.396845
0.369435,0.382815
0.287782,0.361129
0.458506,0.488493
0.482888,0.55296
0.394276,0.521819
0.602445,0.593334
0.211157,0.237802
0.360475,0.528641
0.506038,0.480671
0.680465,0.748623
0.561405,0.486653
0.610449,0.718852
0.560059,0.630427
0.332969,0.469192
0.557452,0.526148
0.309736,0.41779
0.511842,0.470207
0.447545,0.477906
0.525349,0.660505
0.47251,0.535793
0.510989,0.571947
0.570746,0.665171
0.366203,0.371991
0.54395,0.618342
0.480842,0.472174
0.465855,0.491708
0.688747,0.659762
0.510388,0.659205
0.52771,0.427709
0.518569,0.628623
0.670068,0.756162
0.511419,0.543778
0.700003,0.824371
0.451081,0.572481
0.219144,0.362445
0.544687,0.590085
0.416426,0.572212
0.451709,0.527523
0.567974,0.620656
0.395667,0.573952
0.0,0.0
0.490241,0.644236
0.444965,0.590517
0.281497,0.266332
0.507088,0.527554
0.338282,0.489609
0.353106,0.414482
0.470373,0.488575
0.429799,0.538291
0.470009,0.413905
0.473744,0.44569
0.514761,0.606035
0.545424,0.520542
0.534642,0.560713
0.393594,0.466451
0.520001,0.48324
0.629532,0.736717
0.545345,0.515122
0.643581,0.741233
0.593962,0.59977
0.442962,0.540041
0.299458,0.435515
0.279394,0.286575
0.473886,0.616942
0.352823,0.49053
0.265535,0.376879
0.40368,0.412385
0.521168,0.571251
0.420047,0.541312
0.305707,0.513755
0.581563,0.629466
0.374896,0.493918
0.735832,0.778426
0.472381,0.485043
0.360843,0.318112
0.233168,0.357728
0.370379,0.440257
0.513308,0.548644
0.533794,0.59192
0.512143,0.54838
0.456975,0.548885
0.320738,0.310478
0.541077,0.508283
0.195567,0.339461
0.50992,0.567733
0.363887,0.477482
0.396512,0.478009
0.451298,0.466151
0.678846,0.697746
0.563364,0.625186
0.206053,0.244976
0.572946,0.657942
0.373767,0.469298
0.535517,0.583908
0.381228,0.454807
0.465214,0.559169
0.474971,0.517022
0.419864,0.551524
0.413921,0.57771
0.614647,0.708669
0.489953,0.725386
0.390179,0.368764
0.645771,0.705605
0.413966,0.406125
0.647492,0.77384
0.431874,0.543551
0.509603,0.631191
0.51355,0.570087
0.453703,0.476919
0.505417,0.558182
0.07376,0.279273
0.417884,0.534055
0.503502,0.605451
0.36035,0.421275
0.487249,0.436164
0.545628,0.771712
0.536489,0.517955
0.506813,0.605968
0.557508,0.675631
0.309243,0.311413
0.637607,0.646752
0.407783,0.475334
0.441247,0.456969
0.457856,0.544711
0.518441,0.505924
0.560389,0.643815
0.363359,0.379074
0.416701,0.486098
0.514498,0.616726
0.518996,0.625101
0.393636,0.396194
0.327274,0.42729
0.47308,0.549476
0.610139,0.657635
0.394867,0.49591
0.368138,0.420044
0.401726,0.449772
0.497661,0.526194
0.552126,0.655252
0.536108,0.57479
0.528483,0.599208
0.301977,0.423649
0.771988,0.724341
0.314236,0.485662
0.290892,0.390053
0.563058,0.602627
0.672066,0.752687
0.765466,0.920966
0.507939,0.587358
0.543407,0.594559
0.431938,0.484857
0.729744,0.794428
0.752577,0.82662
0.382718,0.409688
0.454999,0.617178
0.50146,0.433579
0.551122,0.549796
0.506697,0.54695
0.414137,0.488698
0.554801,0.717529
0.405205,0.481414
0.353127,0.488709
0.367254,0.410497
0.602003,0.63754
0.328732,0.342568
0.396203,0.517497
0.391435,0.444851
0.380704,0.427749
0.33874,0.37803
0.242529,0.320698
0.459942,0.541473
0.578177,0.655624
0.32918,0.412891
0.360544,0.443574
0.462371,0.468283
0.776357,0.796855
0.550086,0.557521
0.440671,0.619441
0.18117,0.292536
0.38931,0.360143
0.46644,0.483396
0.461893,0.524287
0.557504,0.624128
0.642375,0.55688
0.088093,0.172838
0.492995,0.488017
0.726648,0.668263
0.539915,0.573732
0.406342,0.458971
0.517898,0.566924
0.457112,0.40064
0.510508,0.56979
0.461009,0.565234
0.622388,0.637384
0.392141,0.490547
0.576163,0.614095
0.549591,0.555401
0.49253,0.560174
0.4719,0.487488
0.441683,0.404873
0.288011,0.390046
0.355691,0.361824
0.456919,0.573446
0.583924,0.543396
0.505145,0.613562
0.48064,0.539892
0.43835,0.409808
0.404346,0.359292
0.601856,0.640248
0.492495,0.608192
0.381019,0.45591
0.612445,0.705097
0.47321,0.450663
0.475062,0.550038
0.437692,0.490468
0.478776,0.523663
0.304295,0.36769
0.531211,0.604151
0.642525,0.656952
0.290957,0.40176
0.418947,0.347584
0.62067,0.673383
0.442145,0.42385
0.68901,0.718179
0.481011,0.55778
0.535153,0.606766
0.849248,0.879279
0.397222,0.508189
0.507665,0.575387
0.555068,0.603869
0.597373,0.705395
0.402691,0.383339
0.261048,0.357143
0.570567,0.673054
0.478,0.485984
0.328676,0.518291
0.688491,0.774449
0.531416,0.683805
0.516732,0.541026
0.55744,0.60411
0.457649,0.451653
0.421295,0.45386
0.425513,0.424844
0.524112,0.629248
0.599703,0.612498
0.344295,0.425696
0.434488,0.502187
0.557314,0.578215
0.650793,0.583521
0.702318,0.735123
0.269792,0.384703
0.258437,0.352833
0.280339,0.306235
0.181941,0.272372
0.500944,0.567206
0.528776,0.675655
0.475954,0.557111
0.406534,0.48369
0.46923,0.535281
0.539901,0.591676
0.350029,0.44121
0.384372,0.489212
0.489434,0.530339
0.454195,0.575982
0.417203,0.559237
0.343668,0.415791
0.54092,0.417958
0.530134,0.532236
0.137709,0.193741
0.461483,0.521854
0.421545,0.53313
0.529067,0.540925
0.567772,0.533263
0.431561,0.412091
0.414573,0.508059
0.478534,0.602579
0.418794,0.565828
0.414452,0.553873
0.331543,0.334058
0.414615,0.495325
0.241051,0.345694
0.384143,0.394256
0.265794,0.35666
0.568438,0.663713
0.373838,0.475523
0.625615,0.702177
0.364769,0.404577
0.729201,0.795054
0.210667,0.233136
0.543902,0.58618
0.552815,0.570025
0.542361,0.708665
0.351452,0.431622
0.553625,0.58653
0.329717,0.380105
0.386613,0.513788
0.567517,0.640264
0.424672,0.359716
0.566224,0.657031
0.485439,0.53293
0.503616,0.577691
0.464702,0.608967
0.381606,0.374171
0.47095,0.566364
0.291878,0.434025
0.337158,0.389705
0.434231,0.60106
0.385764,0.480139
0.305479,0.431342
0.455484,0.4639
0.409586,0.488109
0.626132,0.676286
0.297167,0.424005
0.46113,0.591392
0.470271,0.644153
0.489528,0.54419
0.433105,0.408465
0.322642,0.421422
0.406679,0.410119
0.535468,0.523699
0.486734,0.561574
0.358929,0.40172
0.690504,0.799929
0.445654,0.391064
0.414355,0.4305
0.660916,0.759897
0.435264,0.431293
0.670338,0.741804
0.227844,0.300187
0.432607,0.658542
0.538657,0.655407
0.519636,0.665194
0.573411,0.591925
0.467776,0.601936
0.637609,0.660992
0.354104,0.416166
0.378619,0.379761
0.253522,0.309422
0.750859,0.803904
0.43557,0.545783
0.659788,0.75973
0.453793,0.455628
0.28676,0.422585
0.322154,0.344162
0.40227,0.421059
0.401008,0.482037
0.70126,0.781357
0.683626,0.705998
0.52872,0.538419
0.535838,0.542693
0.391066,0.438878
0.390004,0.400883
0.349023,0.460006
0.457164,0.571332
0.414518,0.421777
0.651378,0.788392
0.289081,0.41437
0.537372,0.599801
0.52874,0.541277
0.671952,0.691513
0.431079,0.650751
0.355109,0.392572
0.352776,0.487367
0.567091,0.673756
0.391087,0.493448
0.428219,0.566879
0.315478,0.374761
0.744274,0.762265
0.41167,0.417731
0.570541,0.648071
0.618393,0.660297
0.40438,0.328268
0.298972,0.393436
0.485179,0.653199
0.396283,0.489002
0.569219,0.653931
0.463316,0.492326
0.597441,0.701935
0.53453,0.529091
0.518501,0.547317
0.306324,0.452055
0.424761,0.464499
0.310397,0.284759
0.458371,0.544345
0.626514,0.765133
0.270316,0.358103
0.381418,0.344262
0.574719,0.618943
0.554128,0.634405
0.496957,0.525148
0.40744,0.514445
0.464483,0.549147
0.414788,0.461701
0.512867,0.564539
0.600937,0.568843
0.51216,0.65026
0.495348,0.603852
0.443985,0.568712
0.259071,0.215659
0.492212,0.573485
0.524161,0.643397
0.535166,0.567226
0.326489,0.396233
0.147524,0.194341
0.505736,0.621935
0.480911,0.507468
0.442643,0.423683
0.515126,0.578801
0.627331,0.548438
0.691391,0.695741
0.554717,0.717052
0.393569,0.353344
0.504039,0.508179
0.388918,0.423437
0.372751,0.399037
0.320387,0.360899
0.363559,0.536669
0.404753,0.475318
0.408362,0.511082
0.501967,0.618172
0.366495,0.417473
0.589416,0.699146
0.370263,0.515128
0.413775,0.483145
0.646309,0.573982
0.563409,0.559421
0.427423,0.505673
0.445611,0.529859
0.501953,0.534837
0.3148,0.334602
0.533433,0.605404
0.453601,0.406442
0.495395,0.428714
0.512232,0.615563
0.608987,0.57516
0.435751,0.401881
0.419686,0.440872
0.477866,0.554038
0.404231,0.571161
0.555077,0.638465
0.542289,0.63439
0.453303,0.49998
0.363126,0.462871
0.433418,0.568441
0.196693,0.298438
0.300716,0.368538
0.492776,0.543512
0.506184,0.574956
0.469171,0.489462
0.356948,0.43137
0.485775,0.501602
0.395192,0.513685
0.411336,0.421838
0.310216,0.378203
0.65371,0.689663
0.52535,0.611257
0.455657,0.511819
0.385679,0.52918
0.634868,0.620572
0.577714,0.631325
0.521086,0.575005
0.503716,0.545952
0.48056,0.593355
0.476187,0.619145
0.261799,0.272916
0.539972,0.658804
0.556241,0.658597
0.58874,0.685987
0.184848,0.301957
0.525253,0.626072
0.377932,0.322695
0.488203,0.551151
0.507957,0.617721
0.499199,0.563887
0.505553,0.559117
0.540331,0.541243
0.376448,0.516332
0.494543,0.568849
0.370409,0.408318
0.291821,0.373673
0.540691,0.62247
0.286714,0.30989
0.539694,0.570405
0.450326,0.394828
0.632605,0.679286
0.676964,0.766013
0.443954,0.573932
0.467313,0.473068
0.659295,0.572264
0.33803,0.514453
0.574594,0.610806
0.479357,0.52511
0.570587,0.629844
0.605554,0.63834
0.40922,0.522897
0.382643,0.521797
0.482756,0.472666
0.558158,0.68835
0.302791,0.313559
0.3957,0.382047
0.394805,0.502806
0.39009,0.555243
0.565128,0.595807
0.483367,0.618542
0.442554,0.465401
0.5833,0.599598
0.645874,0.783213
0.476379,0.573879
0.482317,0.521708
0.528848,0.601223
0.6747,0.753647
0.484465,0.618766
0.440155,0.61107
0.513578,0.528622
0.689858,0.651226
0.417253,0.573145
0.511033,0.554425
0.29504,0.366425
0.628818,0.750356
0.401221,0.465078
0.322334,0.316255
0.329093,0.425637
0.413336,0.383869
0.594598,0.678622
0.193435,0.297626
0.564703,0.60263
0.629246,0.729941
0.374716,0.434405
0.417527,0.39765
0.677177,0.813589
0.627295,0.688189
0.525911,0.501359
0.33071,0.284723
0.470065,0.570437
0.210854,0.33253
0.651927,0.733833
0.381401,0.404324
0.2413,0.275979
0.404454,0.415276
0.649083,0.668469
0.538436,0.566844
0.590047,0.599594
0.496244,0.429485
0.552825,0.580036
0.547244,0.52223
0.484369,0.577889
0.481812,0.512992
0.546154,0.667345
0.2014,0.258313
0.217797,0.334322
0.515239,0.546582
0.349776,0.421711
0.695565,0.789878
0.462672,0.604523
0.482097,0.593489
0.673588,0.692381
0.377142,0.502132
0.548323,0.58131
0.414243,0.372141
0.553941,0.570232
0.509788,0.563419
0.412443,0.582038
0.518025,0.613045
0.377778,0.465313
0.619182,0.681689
0.636332,0.712481
0.402915,0.403619
0.486924,0.55596
0.395226,0.418868
0.336914,0.355935
0.521655,0.638121
0.643061,0.7525
0.450428,0.645562
0.355151,0.415642
0.518478,0.589156
0.523936,0.675243
0.517884,0.682929
0.397528,0.495884
0.367169,0.486422
0.520197,0.677736
0.339911,0.317904
0.456711,0.478011
0.819043,0.889953
0.274472,0.24688
0.259955,0.363943
0.444792,0.525319
0.434708,0.376973
0.357265,0.46607
0.555895,0.536123
0.476162,0.723804
0.390162,0.579304
0.59482,0.702989
0.488323,0.525042
0.560306,0.553901
0.485968,0.547099
0.464463,0.499998
0.618133,0.676666
0.714808,0.805163
0.494836,0.530154
0.574851,0.567406
0.493504,0.568543
0.565691,0.60594
0.253874,0.419809
0.224763,0.336462
0.347009,0.414196
0.444281,0.466651
0.412688,0.55522
0.500571,0.452217
0.5017,0.626827
0.771659,0.840236
0.48747,0.530267
0.547557,0.655978
0.398026,0.498516
0.708715,0.737848
0.245299,0.264332
0.623283,0.7749
0.482927,0.546653
0.232174,0.348828
0.351787,0.381989
0.525673,0.575539
0.473639,0.522872
0.445382,0.470682
0.466874,0.620269
0.45482,0.447058
0.295352,0.432614
0.453271,0.371195
0.248138,0.336628
0.575759,0.728906
0.475621,0.569482
0.515466,0.496375
0.748451,0.796877
0.596573,0.640835
0.333128,0.368965
0.421356,0.439788
0.529469,0.660915
0.185732,0.239423
0.380054,0.329063
0.435579,0.471245
0.670387,0.644198
0.267903,0.304338
0.229377,0.333881
0.504888,0.592311
0.346556,0.438774
0.565006,0.702039
0.480274,0.452909
0.673,0.715536
0.617201,0.631421
0.580987,0.557463
0.384604,0.533071
0.621904,0.655924
0.191958,0.267276
0.5893,0.694111
0.62282,0.686814
0.190019,0.222955
0.284934,0.265677
0.518384,0.629831
0.463035,0.610099
0.489455,0.431523
0.369466,0.501295
0.352534,0.402573
0.292598,0.333307
0.344053,0.402367
0.605951,0.657928
0.403117,0.398578
0.399004,0.493074
0.287988,0.373882
0.418601,0.504283
0.532182,0.491994
0.339318,0.283095
0.417399,0.505488
0.190589,0.235765
0.429057,0.500615
0.444488,0.558336
0.600473,0.651589
0.569822,0.745868
0.349223,0.608988
0.27193,0.420234
0.288214,0.277085
0.519832,0.567601
0.672745,0.656536
0.514124,0.621435
0.429476,0.560431
0.541899,0.5245
0.513345,0.579464
0.465032,0.538169
0.242645,0.280007
0.377515,0.422663
0.473576,0.623519
0.72855,0.894825
0.561142,0.597789
0.656604,0.702209
0.390993,0.425575
0.255932,0.299039
0.650694,0.688627
0.622067,0.713683
0.617383,0.573505
0.40662,0.539546
0.46239,0.520713
0.376491,0.408549
0.411057,0.567898
0.805457,0.902395
0.253169,0.362652
0.450323,0.561373
0.420321,0.483644
0.454925,0.581789
0.300159,0.360164
0.377367,0.465351
0.356834,0.378006
0.44587,0.394194
0.356636,0.510277
0.460023,0.515863
0.550968,0.700674
0.641496,0.609337
0.554255,0.54293
0.515892,0.586513
0.491992,0.560986
0.46179,0.481896
0.503662,0.561543
0.424427,0.555923
0.359406,0.459453
0.365431,0.390954
0.5397,0.525711
0.486526,0.561129
0.530849,0.508793
0.342188,0.387869
0.407216,0.33811
0.287054,0.386854
0.423762,0.45332
0.439127,0.5483
0.435516,0.513244
0.610381,0.712497
0.376408,0.56468
0.620883,0.686132
0.411107,0.490013
0.505137,0.60756
0.499031,0.484027
0.548809,0.631632
0.483668,0.526564
0.360374,0.338801
0.566436,0.685117
0.38134,0.553959
0.450532,0.419862
0.363494,0.52056
0.368266,0.455967
0.534844,0.590534
0.365095,0.461186
0.520596,0.516503
0.564079,0.529143
0.349547,0.436745
0.452836,0.46941
0.551856,0.635219
0.684583,0.796016
0.637768,0.616999
0.399018,0.38384
0.557598,0.630529
0.292332,0.206571
0.522205,0.570306
0.423107,0.547652
0.500486,0.486606
0.287322,0.305414
0.350147,0.557754
0.416334,0.379005
0.273815,0.323009
0.47475,0.535687
0.436917,0.503152
0.359499,0.419254
0.35032,0.361882
0.403339,0.551379
0.266863,0.276251
0.420725,0.563925
0.51764,0.592974
0.374129,0.458305
0.404987,0.473121
0.369387,0.422554
0.451766,0.49481
0.530398,0.538304
0.579578,0.572641
0.498758,0.610946
0.406144,0.363716
0.432768,0.468127
0.616602,0.654199
0.458444,0.629942
0.392811,0.389602
0.468357,0.461131
0.449461,0.630253
0.34009,0.398611
0.343363,0.31594
0.43812,0.404529
0.381939,0.409993
0.438036,0.465635
0.490277,0.482321
0.44479,0.466906
0.60446,0.526245
0.328695,0.407495
0.520362,0.577524
0.270936,0.366853
0.399028,0.386125
0.279033,0.299986
0.51006,0.548409
0.513166,0.489787
0.351573,0.43969
0.498724,0.534376
0.348427,0.427993
0.566303,0.585427
0.374656,0.449434
0.545868,0.55785
0.533427,0.567146
0.48314,0.619394
0.513577,0.57423
0.526245,0.575618
0.363892,0.413663
0.62479,0.585056
0.45032,0.674822
0.51986,0.478479
0.368343,0.47977
0.61515,0.693309
0.589519,0.671616
0.353332,0.417757
0.466432,0.488112
0.569324,0.625815
0.437392,0.576272
0.306752,0.322848
0.496349,0.397462
0.175783,0.241889
0.314287,0.404613
0.399182,0.400834
0.356205,0.53158
0.36679,0.524865
0.682337,0.737931
0.552844,0.608064
0.458573,0.558781
0.354238,0.421337
0.582282,0.698768
0.175366,0.351287
0.479065,0.577324
0.592922,0.683161
0.608384,0.645785
0.608673,0.666306
0.556685,0.680421
0.635145,0.740742
0.500766,0.468376
0.413256,0.337123
0.495696,0.553729
0.410396,0.447454
0.536619,0.574609
0.467784,0.651971
0.407004,0.402853
0.457265,0.46102
0.294246,0.448268
0.398562,0.461362
0.339363,0.364001
0.476444,0.461415
0.355695,0.395225
0.324166,0.480736
0.403821,0.489388
0.362474,0.400854
0.470888,0.568847
0.586837,0.635505
0.521106,0.585755
0.449194,0.542594
0.37878,0.574633
0.424303,0.618697
0.287773,0.392217
0.648499,0.703171
0.693938,0.727631
0.62707,0.709542
0.575913,0.709811
0.579939,0.671135
0.613843,0.745853
0.395732,0.444889
0.329586,0.437785
0.404783,0.414046
0.240026,0.306271
0.526967,0.42774
0.222115,0.326289
0.699426,0.892446
0.379418,0.49592
0.568053,0.620633
0.276504,0.33686
0.468175,0.447984
0.277184,0.34917
0.597968,0.555063
0.41613,0.413932
0.562428,0.555498
0.217122,0.308981
0.413222,0.379741
0.417359,0.497508
0.482274,0.54135
0.581692,0.657028
0.606578,0.523632
0.474205,0.531874
0.584362,0.638291
0.430665,0.589041
0.32154,0.438946
0.468205,0.545576
0.480714,0.415774
0.436608,0.472819
0.440526,0.493367
0.346255,0.395812
0.567476,0.452128
0.470902,0.554797
0.054123,0.156794
0.630541,0.655212
0.31679,0.418048
0.612308,0.690309
0.580237,0.576371
0.671802,0.690856
0.313449,0.372121
0.367407,0.436531
0.427263,0.449415
0.523272,0.544681
0.429797,0.509926
0.397397,0.508419
0.511789,0.602012
0.585179,0.645457
0.481588,0.567997
0.474296,0.600674
0.581588,0.648309
0.484164,0.631001
0.645653,0.706701
0.433027,0.521098
0.364246,0.559984
0.612136,0.537408
0.602403,0.548938
0.431431,0.31868
0.452543,0.573746
0.27498,0.365975
0.481512,0.608972
0.538065,0.532285
0.3492,0.47334
0.595396,0.673514
0.633188,0.632548
0.436865,0.557943
0.488115,0.437718
0.32627,0.458927
0.500337,0.643101
0.417116,0.503034
0.371917,0.538688
0.598027,0.561589
0.552802,0.558987
0.511398,0.553781
0.369557,0.563677
0.424375,0.621354
0.380187,0.497625
0.321664,0.505524
0.405705,0.488777
0.386106,0.388375
0.495508,0.555622
0.430015,0.524161
0.886666,0.928221
0.463678,0.556989
0.470394,0.378061
0.34388,0.470593
0.459565,0.496791
0.294394,0.370335
0.507102,0.41799
0.478991,0.646984
0.498848,0.575766
0.443663,0.43428
0.537288,0.619081
0.504744,0.560122
0.669954,0.644312
0.14594,0.291344
0.445168,0.493521
0.414701,0.462823
0.318418,0.434939
0.527737,0.540018
0.629408,0.588085
0.387306,0.456346
0.425334,0.541286
0.306934,0.430932
0.349462,0.488527
0.738939,0.886747
0.403537,0.385662
0.308711,0.293046
0.428065,0.517683
0.61279,0.636819
0.801595,0.838798
0.382989,0.392381
0.30899,0.346376
0.463739,0.638365
0.503781,0.643376
0.534197,0.587263
0.467145,0.385961
0.332032,0.458959
0.341052,0.389491
0.559484,0.726758
0.736311,0.750567
0.423657,0.462543
0.551714,0.544122
0.467587,0.574433
0.35014,0.369861
0.609311,0.560587
0.486521,0.592775
0.454832,0.566019
0.754881,0.699348
0.443083,0.535571
0.59233,0.627103
0.359776,0.381829
0.659175,0.705437
0.387141,0.464261
0.335926,0.445102
0.246993,0.36995
0.429992,0.469576
0.29853,0.386747
0.400203,0.451395
0.450673,0.560237
0.519484,0.745045
0.451941,0.626605
0.221348,0.309098
0.319395,0.38919
0.498924,0.608769
0.745187,0.817149
0.646446,0.679461
0.498956,0.449987
0.472269,0.42809
0.485178,0.538007
0.399933,0.419671
0.642172,0.773831
0.336381,0.469103
0.644732,0.802685
0.468224,0.520874
0.418111,0.446561
0.312515,0.342823
0.531128,0.489649
0.543412,0.506333
0.294673,0.414818
0.408917,0.424981
0.51748,0.591817
0.411329,0.544121
0.439754,0.564237
0.406992,0.423144
0.25037,0.369081
0.278616,0.397142
0.417065,0.440691
0.369371,0.467316
0.418305,0.550397
0.625733,0.672749
0.330204,0.33123
0.274574,0.414889
0.422018,0.498598
0.376481,0.505606
0.52629,0.628871
0.593825,0.641261
0.477231,0.454324
0.637232,0.595639
0.281118,0.436674
0.612461,0.647727
0.375697,0.451752
0.610632,0.61772
0.513581,0.519476
0.400489,0.519247
0.323361,0.403389
0.512815,0.475154
0.682615,0.803593
0.409778,0.427662
0.378365,0.421679
0.608846,0.596184
0.368809,0.532055
0.503771,0.543097
0.514944,0.694309
0.562799,0.59525
0.497936,0.499522
0.509642,0.576906
0.705728,0.710971
0.546368,0.692424
0.460328,0.470348
0.540464,0.563231
0.380569,0.575905
0.307304,0.285198
0.52078,0.466104
0.312196,0.392447
0.383167,0.432268
0.421428,0.507328
0.536274,0.495674
0.386719,0.390143
0.469603,0.478537
0.46783,0.493565
0.701727,0.626305
0.342107,0.369367
0.517616,0.574849
0.724075,0.913187
0.497032,0.605659
0.379948,0.41385
0.389882,0.384135
0.366428,0.390146
0.479075,0.415238
0.297775,0.384705
0.376956,0.579152
0.427591,0.491976
0.442982,0.483341
0.302812,0.349691
0.444604,0.517548
0.43979,0.520854
0.379766,0.475092
0.444101,0.568112
0.512897,0.531444
0.538533,0.46902
0.708146,0.670781
0.255032,0.408683
0.425853,0.418092
0.431406,0.393227
0.517166,0.489225
0.548379,0.652248
0.189639,0.200555
0.670975,0.726604
0.460208,0.562438
0.482796,0.509873
0.570692,0.670873
0.279872,0.330979
0.303443,0.426729
0.636329,0.583865
0.64355,0.736872
0.4842,0.606553
0.44624,0.516818
0.529541,0.61091
0.514523,0.571394
0.590078,0.571854
0.394857,0.403595
0.2946,0.321397
0.548767,0.529085
0.428162,0.58256
0.634738,0.701385
0.540371,0.62792
0.448825,0.602415
0.738343,0.853692
0.211138,0.283784
0.481912,0.517229
0.481685,0.587556
0.414966,0.424599
0.560676,0.64924
0.363408,0.33543
0.557005,0.575386
0.35743,0.410492
0.68584,0.831089
0.433342,0.365646
0.674264,0.682635
0.155794,0.247999
0.473952,0.419779
0.274194,0.428261
0.271682,0.45402
0.593754,0.564244
0.398958,0.56874
0.61744,0.589478
0.350437,0.415257
0.327169,0.455454
0.363166,0.388598
0.346508,0.418567
0.667261,0.775894
0.644896,0.606739
0.338578,0.452517
0.702531,0.671464
0.318833,0.348451
0.62236,0.564067
0.343159,0.36606
0.638376,0.673924
0.481727,0.495853
0.599046,0.61271
0.477359,0.572265
0.45571,0.500704
0.512102,0.721469
0.366767,0.436901
0.642243,0.778971
0.542263,0.685051
0.642273,0.723083
0.370236,0.385899
0.534082,0.559954
0.349307,0.480453
0.290985,0.407279
0.531727,0.737217
0.288772,0.354768
0.246657,0.420346
0.680588,0.785856
0.434937,0.46454
0.383221,0.376189
0.369706,0.398963
0.461759,0.499163
0.504942,0.659054
0.388664,0.556531
0.300228,0.337742
0.440169,0.45199
0.37375,0.33347
0.287282,0.368163
0.623033,0.685976
0.615739,0.566543
0.414197,0.437943
0.57566,0.705192
0.504119,0.695271
0.507237,0.590474
0.279839,0.342303
0.368264,0.533044
0.583349,0.727573
0.539628,0.631555
0.566615,0.652964
0.591821,0.660085
0.46931,0.540559
0.343744,0.415761
0.459867,0.587817
0.38339,0.44551
0.471605,0.546295
0.473921,0.667821
0.525883,0.63438
0.348951,0.490887
0.436256,0.435216
0.358106,0.42377
0.450835,0.534181
0.496019,0.447293
0.296669,0.317564
0.411598,0.479283
0.564618,0.694603
0.373332,0.434331
0.400765,0.471015
0.214727,0.199596
0.354173,0.469381
0.308889,0.394206
0.445771,0.523393
0.349741,0.417964
0.470006,0.517444
0.416497,0.588767
0.355576,0.503005
